loss_kl,EpLenMean,TimestepsSoFar,ev_tdlam_before,EpThisIter,loss_ent,loss_pol_surr,loss_pol_entpen,EpisodesSoFar,loss_vf_loss,TimeElapsed,EpRewMean
0.008000136,1680.68,237568,0.8164003789424896,2,1.5706408,-0.01605113,0.0,150,0.0068457457,1286.0288627147675,0.8
0.007661537,1693.61,241664,0.7935468256473541,2,1.5634238,-0.013403838,0.0,152,0.0063896747,1296.3223600387573,0.79
0.008370066,1718.83,245760,0.8036450445652008,2,1.5612481,-0.0146473255,0.0,154,0.009901849,1306.7639410495758,0.82
0.0069769956,1737.94,249856,0.7828893661499023,1,1.560734,-0.013947802,0.0,155,0.008171472,1317.101505279541,0.79
0.0067799855,1735.44,253952,0.7741218060255051,2,1.5479774,-0.014596576,0.0,157,0.009073572,1327.3185007572174,0.71
0.0098450575,1752.11,258048,0.8491830676794052,2,1.5620275,-0.013870174,0.0,159,0.009613199,1337.532609462738,0.8
0.0068201604,1762.81,262144,0.7918584942817688,3,1.5252177,-0.012610603,0.0,162,0.010563458,1347.7788202762604,0.7
0.0070929434,1774.0,266240,0.7716277539730072,1,1.5066931,-0.01232253,0.0,163,0.010254849,1358.0340497493744,0.7
0.007249692,1779.82,270336,0.8644169718027115,2,1.5383644,-0.014634632,0.0,165,0.0075970707,1368.3027174472809,0.7
0.006321982,1803.34,274432,0.8603436499834061,2,1.5566605,-0.01417626,0.0,167,0.008260311,1378.5828022956848,0.7
0.006861497,1801.91,278528,0.7225840389728546,2,1.5114841,-0.014744811,0.0,169,0.007095345,1389.090669631958,0.66
0.008939648,1791.79,282624,0.7733823657035828,1,1.5171834,-0.01408921,0.0,170,0.008089373,1399.9999256134033,0.71
0.010310499,1783.24,286720,0.8243479132652283,3,1.5065931,-0.016837932,0.0,173,0.0078716185,1411.0009362697601,0.67
0.005813023,1787.78,290816,0.8128637373447418,2,1.4581388,-0.0143207135,0.0,175,0.009029029,1421.5833370685577,0.62
0.0063858563,1803.83,294912,0.8382964432239532,2,1.4717624,-0.013604411,0.0,177,0.0072692554,1431.9995713233948,0.59
0.006479614,1784.88,299008,0.8540048450231552,3,1.4463029,-0.0129822325,0.0,180,0.0066528562,1442.2528884410858,0.54
0.005965296,1801.99,303104,0.8052211403846741,1,1.4553031,-0.015876938,0.0,181,0.0077672903,1868.2487943172455,0.5
0.007277662,1816.43,307200,0.798958882689476,2,1.46331,-0.01564042,0.0,183,0.0064160028,1878.5206809043884,0.51
0.006258868,1823.13,311296,0.7787598222494125,2,1.4622816,-0.013018356,0.0,185,0.00810569,1888.738445520401,0.53
0.009584292,1828.77,315392,0.7369221150875092,2,1.4688094,-0.016253421,0.0,187,0.0059608947,1899.0090324878693,0.55
0.0062874164,1842.12,319488,0.7388487756252289,1,1.4788306,-0.014054019,0.0,188,0.006564093,1909.2444124221802,0.52
